model,fold,protein,task,tp,fn,fp
esmc6b_3di_nocompress,2,P21786,pep,1,0,2
esmc6b_3di_nocompress,2,P21786,propep,0,1,2
esmc6b_3di_nocompress,2,P21840,pep,0,0,0
esmc6b_3di_nocompress,2,P21840,propep,1,0,0
esmc6b_3di_nocompress,2,P22146,pep,0,0,0
esmc6b_3di_nocompress,2,P22146,propep,1,0,0
esmc6b_3di_nocompress,2,P22282,pep,0,0,0
esmc6b_3di_nocompress,2,P22282,propep,0,1,0
esmc6b_3di_nocompress,2,P22321,pep,0,0,0
esmc6b_3di_nocompress,2,P22321,propep,0,1,1
esmc6b_3di_nocompress,2,P22322,pep,0,0,0
esmc6b_3di_nocompress,2,P22322,propep,0,1,1
esmc6b_3di_nocompress,2,P22334,pep,1,1,0
esmc6b_3di_nocompress,2,P22334,propep,0,1,2
esmc6b_3di_nocompress,2,P22457,pep,0,0,0
esmc6b_3di_nocompress,2,P22457,propep,1,0,0
esmc6b_3di_nocompress,2,P22522,pep,0,0,1
esmc6b_3di_nocompress,2,P22522,propep,1,0,0
esmc6b_3di_nocompress,2,P22891,pep,0,0,0
esmc6b_3di_nocompress,2,P22891,propep,1,0,0
esmc6b_3di_nocompress,2,P23079,pep,0,0,0
esmc6b_3di_nocompress,2,P23079,propep,1,0,0
esmc6b_3di_nocompress,2,P23317,pep,0,0,0
esmc6b_3di_nocompress,2,P23317,propep,1,0,0
esmc6b_3di_nocompress,2,P23318,pep,0,0,0
esmc6b_3di_nocompress,2,P23318,propep,1,0,0
esmc6b_3di_nocompress,2,P23389,pep,2,1,1
esmc6b_3di_nocompress,2,P23389,propep,0,0,0
esmc6b_3di_nocompress,2,P23695,pep,0,1,1
esmc6b_3di_nocompress,2,P23695,propep,0,0,0
esmc6b_3di_nocompress,2,P23699,pep,0,0,0
esmc6b_3di_nocompress,2,P23699,propep,0,1,0
esmc6b_3di_nocompress,2,P24478,pep,0,0,0
esmc6b_3di_nocompress,2,P24478,propep,0,1,0
esmc6b_3di_nocompress,2,P25380,pep,0,0,0
esmc6b_3di_nocompress,2,P25380,propep,1,0,1
esmc6b_3di_nocompress,2,P25955,pep,0,0,0
esmc6b_3di_nocompress,2,P25955,propep,1,0,0
esmc6b_3di_nocompress,2,P26350,pep,0,1,0
esmc6b_3di_nocompress,2,P26350,propep,0,0,0
esmc6b_3di_nocompress,2,P27058,pep,0,1,0
esmc6b_3di_nocompress,2,P27058,propep,0,0,1
esmc6b_3di_nocompress,2,P27654,pep,0,0,0
esmc6b_3di_nocompress,2,P27654,propep,1,0,0
esmc6b_3di_nocompress,2,P28319,pep,0,0,0
esmc6b_3di_nocompress,2,P28319,propep,1,0,0
esmc6b_3di_nocompress,2,P28642,pep,0,0,0
esmc6b_3di_nocompress,2,P28642,propep,0,1,0
esmc6b_3di_nocompress,2,P28879,pep,1,0,0
esmc6b_3di_nocompress,2,P28879,propep,1,0,0
esmc6b_3di_nocompress,2,P29827,pep,1,0,0
esmc6b_3di_nocompress,2,P29827,propep,0,0,1
esmc6b_3di_nocompress,2,P30403,pep,0,0,0
esmc6b_3di_nocompress,2,P30403,propep,0,1,0
esmc6b_3di_nocompress,2,P30990,pep,2,1,0
esmc6b_3di_nocompress,2,P30990,propep,0,0,0
esmc6b_3di_nocompress,2,P31358,pep,0,1,0
esmc6b_3di_nocompress,2,P31358,propep,1,0,0
esmc6b_3di_nocompress,2,P31394,pep,0,1,0
esmc6b_3di_nocompress,2,P31394,propep,1,0,1
esmc6b_3di_nocompress,2,P31481,pep,0,0,0
esmc6b_3di_nocompress,2,P31481,propep,1,0,0
esmc6b_3di_nocompress,2,P31736,pep,0,0,0
esmc6b_3di_nocompress,2,P31736,propep,0,1,0
esmc6b_3di_nocompress,2,P31944,pep,0,0,0
esmc6b_3di_nocompress,2,P31944,propep,1,1,0
esmc6b_3di_nocompress,2,P31956,pep,0,0,0
esmc6b_3di_nocompress,2,P31956,propep,0,1,1
esmc6b_3di_nocompress,2,P31997,pep,0,0,0
esmc6b_3di_nocompress,2,P31997,propep,0,1,0
esmc6b_3di_nocompress,2,P32763,pep,0,1,0
esmc6b_3di_nocompress,2,P32763,propep,0,1,1
esmc6b_3di_nocompress,2,P33185,pep,0,0,0
esmc6b_3di_nocompress,2,P33185,propep,0,1,0
esmc6b_3di_nocompress,2,P33186,pep,0,0,0
esmc6b_3di_nocompress,2,P33186,propep,0,2,1
esmc6b_3di_nocompress,2,P33376,pep,0,0,0
esmc6b_3di_nocompress,2,P33376,propep,1,0,0
esmc6b_3di_nocompress,2,P33378,pep,0,0,0
esmc6b_3di_nocompress,2,P33378,propep,1,0,0
esmc6b_3di_nocompress,2,P33587,pep,0,1,0
esmc6b_3di_nocompress,2,P33587,propep,1,0,0
esmc6b_3di_nocompress,2,P33712,pep,0,0,1
esmc6b_3di_nocompress,2,P33712,propep,0,1,0
esmc6b_3di_nocompress,2,P33890,pep,0,0,0
esmc6b_3di_nocompress,2,P33890,propep,1,0,0
esmc6b_3di_nocompress,2,P34068,pep,0,1,0
esmc6b_3di_nocompress,2,P34068,propep,0,1,0
esmc6b_3di_nocompress,2,P34069,pep,0,1,0
esmc6b_3di_nocompress,2,P34069,propep,0,1,0
esmc6b_3di_nocompress,2,P34182,pep,0,0,0
esmc6b_3di_nocompress,2,P34182,propep,0,1,0
esmc6b_3di_nocompress,2,P35853,pep,0,0,0
esmc6b_3di_nocompress,2,P35853,propep,1,0,0
esmc6b_3di_nocompress,2,P36217,pep,0,0,0
esmc6b_3di_nocompress,2,P36217,propep,1,0,0
esmc6b_3di_nocompress,2,P36218,pep,0,0,0
esmc6b_3di_nocompress,2,P36218,propep,1,0,0
esmc6b_3di_nocompress,2,P37302,pep,0,0,0
esmc6b_3di_nocompress,2,P37302,propep,0,1,2
esmc6b_3di_nocompress,2,P38248,pep,0,0,0
esmc6b_3di_nocompress,2,P38248,propep,1,0,0
esmc6b_3di_nocompress,2,P40199,pep,0,0,0
esmc6b_3di_nocompress,2,P40199,propep,0,1,1
esmc6b_3di_nocompress,2,P40552,pep,0,0,0
esmc6b_3di_nocompress,2,P40552,propep,0,1,1
esmc6b_3di_nocompress,2,P40849,pep,0,1,0
esmc6b_3di_nocompress,2,P40849,propep,0,1,0
esmc6b_3di_nocompress,2,P41598,pep,0,0,0
esmc6b_3di_nocompress,2,P41598,propep,1,0,0
esmc6b_3di_nocompress,2,P41694,pep,0,1,1
esmc6b_3di_nocompress,2,P41694,propep,0,0,0
esmc6b_3di_nocompress,2,P42574,pep,0,0,0
esmc6b_3di_nocompress,2,P42574,propep,1,1,0
esmc6b_3di_nocompress,2,P42575,pep,0,0,0
esmc6b_3di_nocompress,2,P42575,propep,0,1,0
esmc6b_3di_nocompress,2,P43076,pep,0,0,0
esmc6b_3di_nocompress,2,P43076,propep,1,0,0
esmc6b_3di_nocompress,2,P47178,pep,0,0,0
esmc6b_3di_nocompress,2,P47178,propep,1,0,0
esmc6b_3di_nocompress,2,P48188,pep,0,0,0
esmc6b_3di_nocompress,2,P48188,propep,0,1,0
esmc6b_3di_nocompress,2,P48678,pep,0,0,0
esmc6b_3di_nocompress,2,P48678,propep,0,1,0
esmc6b_3di_nocompress,2,P48679,pep,0,0,0
esmc6b_3di_nocompress,2,P48679,propep,0,1,0
esmc6b_3di_nocompress,2,P49513,pep,0,0,0
esmc6b_3di_nocompress,2,P49513,propep,1,0,0
esmc6b_3di_nocompress,2,P50982,pep,1,0,0
esmc6b_3di_nocompress,2,P50982,propep,1,0,0
esmc6b_3di_nocompress,2,P50985,pep,1,0,0
esmc6b_3di_nocompress,2,P50985,propep,1,0,0
esmc6b_3di_nocompress,2,P51317,pep,0,0,0
esmc6b_3di_nocompress,2,P51317,propep,1,0,0
esmc6b_3di_nocompress,2,P51457,pep,0,0,1
esmc6b_3di_nocompress,2,P51457,propep,0,1,0
esmc6b_3di_nocompress,2,P51459,pep,0,1,3
esmc6b_3di_nocompress,2,P51459,propep,0,0,0
esmc6b_3di_nocompress,2,P51462,pep,0,0,0
esmc6b_3di_nocompress,2,P51462,propep,0,1,0
esmc6b_3di_nocompress,2,P54097,pep,0,0,0
esmc6b_3di_nocompress,2,P54097,propep,0,1,0
esmc6b_3di_nocompress,2,P55210,pep,0,0,0
esmc6b_3di_nocompress,2,P55210,propep,1,1,0
esmc6b_3di_nocompress,2,P55212,pep,0,0,0
esmc6b_3di_nocompress,2,P55212,propep,1,1,0
esmc6b_3di_nocompress,2,P55213,pep,0,0,0
esmc6b_3di_nocompress,2,P55213,propep,1,1,0
esmc6b_3di_nocompress,2,P55214,pep,0,0,0
esmc6b_3di_nocompress,2,P55214,propep,1,1,0
esmc6b_3di_nocompress,2,P55215,pep,0,0,0
esmc6b_3di_nocompress,2,P55215,propep,0,1,0
esmc6b_3di_nocompress,2,P55330,pep,0,0,0
esmc6b_3di_nocompress,2,P55330,propep,1,0,0
esmc6b_3di_nocompress,2,P55790,pep,0,0,0
esmc6b_3di_nocompress,2,P55790,propep,0,1,0
esmc6b_3di_nocompress,2,P55939,pep,0,0,0
esmc6b_3di_nocompress,2,P55939,propep,0,1,0
esmc6b_3di_nocompress,2,P55963,pep,1,0,0
esmc6b_3di_nocompress,2,P55963,propep,1,0,0
esmc6b_3di_nocompress,2,P56348,pep,0,0,0
esmc6b_3di_nocompress,2,P56348,propep,1,0,0
esmc6b_3di_nocompress,2,P56626,pep,0,0,0
esmc6b_3di_nocompress,2,P56626,propep,0,1,0
esmc6b_3di_nocompress,2,P56636,pep,1,0,0
esmc6b_3di_nocompress,2,P56636,propep,1,0,0
esmc6b_3di_nocompress,2,P56638,pep,1,0,0
esmc6b_3di_nocompress,2,P56638,propep,1,0,0
esmc6b_3di_nocompress,2,P56639,pep,1,0,0
esmc6b_3di_nocompress,2,P56639,propep,1,0,0
esmc6b_3di_nocompress,2,P56640,pep,1,0,0
esmc6b_3di_nocompress,2,P56640,propep,1,0,0
esmc6b_3di_nocompress,2,P56782,pep,0,0,0
esmc6b_3di_nocompress,2,P56782,propep,0,1,0
esmc6b_3di_nocompress,2,P56973,pep,1,0,0
esmc6b_3di_nocompress,2,P56973,propep,1,0,0
esmc6b_3di_nocompress,2,P58273,pep,0,0,0
esmc6b_3di_nocompress,2,P58273,propep,0,1,0
esmc6b_3di_nocompress,2,P58560,pep,0,0,0
esmc6b_3di_nocompress,2,P58560,propep,1,0,0
esmc6b_3di_nocompress,2,P58583,pep,0,0,0
esmc6b_3di_nocompress,2,P58583,propep,1,0,0
esmc6b_3di_nocompress,2,P58808,pep,1,0,0
esmc6b_3di_nocompress,2,P58808,propep,1,0,0
esmc6b_3di_nocompress,2,P58809,pep,1,0,0
esmc6b_3di_nocompress,2,P58809,propep,1,0,0
esmc6b_3di_nocompress,2,P58811,pep,1,0,0
esmc6b_3di_nocompress,2,P58811,propep,1,0,0
esmc6b_3di_nocompress,2,P59261,pep,1,0,0
esmc6b_3di_nocompress,2,P59261,propep,1,0,0
esmc6b_3di_nocompress,2,P59262,pep,1,0,0
esmc6b_3di_nocompress,2,P59262,propep,1,0,0
esmc6b_3di_nocompress,2,P59406,pep,0,0,0
esmc6b_3di_nocompress,2,P59406,propep,0,1,0
esmc6b_3di_nocompress,2,P59906,pep,1,0,0
esmc6b_3di_nocompress,2,P59906,propep,1,0,0
esmc6b_3di_nocompress,2,P59914,pep,0,0,0
esmc6b_3di_nocompress,2,P59914,propep,1,0,0
esmc6b_3di_nocompress,2,P60274,pep,1,0,0
esmc6b_3di_nocompress,2,P60274,propep,1,0,0
esmc6b_3di_nocompress,2,P68407,pep,1,0,0
esmc6b_3di_nocompress,2,P68407,propep,1,0,0
esmc6b_3di_nocompress,2,P68408,pep,1,0,0
esmc6b_3di_nocompress,2,P68408,propep,1,0,0
esmc6b_3di_nocompress,2,P68409,pep,1,0,0
esmc6b_3di_nocompress,2,P68409,propep,1,0,0
esmc6b_3di_nocompress,2,P68577,pep,0,1,0
esmc6b_3di_nocompress,2,P68577,propep,1,0,0
esmc6b_3di_nocompress,2,P69498,pep,0,0,1
esmc6b_3di_nocompress,2,P69498,propep,1,0,0
esmc6b_3di_nocompress,2,P69499,pep,0,0,1
esmc6b_3di_nocompress,2,P69499,propep,1,0,0
esmc6b_3di_nocompress,2,P69500,pep,0,0,1
esmc6b_3di_nocompress,2,P69500,propep,1,0,0
esmc6b_3di_nocompress,2,P69501,pep,0,0,1
esmc6b_3di_nocompress,2,P69501,propep,1,0,0
esmc6b_3di_nocompress,2,P69657,pep,1,0,0
esmc6b_3di_nocompress,2,P69657,propep,1,0,0
esmc6b_3di_nocompress,2,P69658,pep,1,0,0
esmc6b_3di_nocompress,2,P69658,propep,0,0,1
esmc6b_3di_nocompress,2,P69693,pep,0,0,0
esmc6b_3di_nocompress,2,P69693,propep,0,1,0
esmc6b_3di_nocompress,2,P69694,pep,0,0,0
esmc6b_3di_nocompress,2,P69694,propep,0,1,0
esmc6b_3di_nocompress,2,P69764,pep,1,0,0
esmc6b_3di_nocompress,2,P69764,propep,1,0,0
esmc6b_3di_nocompress,2,P69765,pep,1,0,0
esmc6b_3di_nocompress,2,P69765,propep,1,0,0
esmc6b_3di_nocompress,2,P69766,pep,1,0,0
esmc6b_3di_nocompress,2,P69766,propep,1,0,0
esmc6b_3di_nocompress,2,P69768,pep,1,0,0
esmc6b_3di_nocompress,2,P69768,propep,1,0,0
esmc6b_3di_nocompress,2,P69770,pep,0,0,0
esmc6b_3di_nocompress,2,P69770,propep,0,1,1
esmc6b_3di_nocompress,2,P69929,pep,6,0,0
esmc6b_3di_nocompress,2,P69929,propep,0,1,6
esmc6b_3di_nocompress,2,P69939,pep,0,0,0
esmc6b_3di_nocompress,2,P69939,propep,0,1,1
esmc6b_3di_nocompress,2,P69940,pep,0,2,0
esmc6b_3di_nocompress,2,P69940,propep,0,0,1
esmc6b_3di_nocompress,2,P70375,pep,0,0,0
esmc6b_3di_nocompress,2,P70375,propep,1,0,0
esmc6b_3di_nocompress,2,P70677,pep,0,0,0
esmc6b_3di_nocompress,2,P70677,propep,1,1,0
esmc6b_3di_nocompress,2,P81323,pep,0,0,0
esmc6b_3di_nocompress,2,P81323,propep,1,0,0
esmc6b_3di_nocompress,2,P81428,pep,0,0,0
esmc6b_3di_nocompress,2,P81428,propep,2,0,0
esmc6b_3di_nocompress,2,P81755,pep,1,0,0
esmc6b_3di_nocompress,2,P81755,propep,1,0,0
esmc6b_3di_nocompress,2,P81791,pep,0,0,0
esmc6b_3di_nocompress,2,P81791,propep,1,0,0
esmc6b_3di_nocompress,2,P81941,pep,0,1,1
esmc6b_3di_nocompress,2,P81941,propep,0,1,1
esmc6b_3di_nocompress,2,P82701,pep,1,0,0
esmc6b_3di_nocompress,2,P82701,propep,0,0,0
esmc6b_3di_nocompress,2,P82807,pep,0,0,0
esmc6b_3di_nocompress,2,P82807,propep,2,0,0
esmc6b_3di_nocompress,2,P83370,pep,0,0,0
esmc6b_3di_nocompress,2,P83370,propep,2,0,0
esmc6b_3di_nocompress,2,P83403,pep,0,1,0
esmc6b_3di_nocompress,2,P83403,propep,0,0,0
esmc6b_3di_nocompress,2,P83512,pep,0,0,0
esmc6b_3di_nocompress,2,P83512,propep,0,1,0
esmc6b_3di_nocompress,2,P84845,pep,1,0,0
esmc6b_3di_nocompress,2,P84845,propep,1,0,0
esmc6b_3di_nocompress,2,P85013,pep,1,0,0
esmc6b_3di_nocompress,2,P85013,propep,0,1,1
esmc6b_3di_nocompress,2,P85079,pep,0,0,0
esmc6b_3di_nocompress,2,P85079,propep,1,0,0
esmc6b_3di_nocompress,2,P85247,pep,0,0,0
esmc6b_3di_nocompress,2,P85247,propep,1,0,0
esmc6b_3di_nocompress,2,P85253,pep,0,0,0
esmc6b_3di_nocompress,2,P85253,propep,1,0,0
esmc6b_3di_nocompress,2,P85254,pep,0,0,0
esmc6b_3di_nocompress,2,P85254,propep,1,0,0
esmc6b_3di_nocompress,2,P85255,pep,0,0,0
esmc6b_3di_nocompress,2,P85255,propep,1,0,0
esmc6b_3di_nocompress,2,P85256,pep,0,0,0
esmc6b_3di_nocompress,2,P85256,propep,1,0,0
esmc6b_3di_nocompress,2,P85257,pep,0,0,0
esmc6b_3di_nocompress,2,P85257,propep,1,0,0
esmc6b_3di_nocompress,2,P85258,pep,0,0,0
esmc6b_3di_nocompress,2,P85258,propep,1,0,0
esmc6b_3di_nocompress,2,P85259,pep,0,0,0
esmc6b_3di_nocompress,2,P85259,propep,1,0,0
esmc6b_3di_nocompress,2,P85829,pep,1,0,0
esmc6b_3di_nocompress,2,P85829,propep,0,0,0
esmc6b_3di_nocompress,2,P85831,pep,0,1,0
esmc6b_3di_nocompress,2,P85831,propep,0,0,1
esmc6b_3di_nocompress,2,P85832,pep,3,0,0
esmc6b_3di_nocompress,2,P85832,propep,0,0,0
esmc6b_3di_nocompress,2,P85886,pep,1,0,0
esmc6b_3di_nocompress,2,P85886,propep,1,0,0
esmc6b_3di_nocompress,2,P85966,pep,0,1,1
esmc6b_3di_nocompress,2,P85966,propep,1,0,0
esmc6b_3di_nocompress,2,P86013,pep,1,0,0
esmc6b_3di_nocompress,2,P86013,propep,1,0,0
esmc6b_3di_nocompress,2,P86047,pep,1,0,0
esmc6b_3di_nocompress,2,P86047,propep,1,0,0
esmc6b_3di_nocompress,2,P86521,pep,1,0,0
esmc6b_3di_nocompress,2,P86521,propep,0,0,0
esmc6b_3di_nocompress,2,P89116,pep,0,0,0
esmc6b_3di_nocompress,2,P89116,propep,1,1,0
esmc6b_3di_nocompress,2,P91797,pep,2,0,0
esmc6b_3di_nocompress,2,P91797,propep,0,0,0
esmc6b_3di_nocompress,2,P97766,pep,0,0,0
esmc6b_3di_nocompress,2,P97766,propep,0,1,1
esmc6b_3di_nocompress,2,P97864,pep,0,0,0
esmc6b_3di_nocompress,2,P97864,propep,1,1,0
esmc6b_3di_nocompress,2,P98139,pep,0,0,0
esmc6b_3di_nocompress,2,P98139,propep,1,0,0
esmc6b_3di_nocompress,2,Q00783,pep,0,0,0
esmc6b_3di_nocompress,2,Q00783,propep,0,1,1
esmc6b_3di_nocompress,2,Q00829,pep,0,1,1
esmc6b_3di_nocompress,2,Q00829,propep,0,1,0
esmc6b_3di_nocompress,2,Q01MB6,pep,0,0,0
esmc6b_3di_nocompress,2,Q01MB6,propep,1,0,0
esmc6b_3di_nocompress,2,Q03029,pep,0,0,0
esmc6b_3di_nocompress,2,Q03029,propep,1,0,0
esmc6b_3di_nocompress,2,Q03198,pep,0,0,0
esmc6b_3di_nocompress,2,Q03198,propep,1,0,0
esmc6b_3di_nocompress,2,Q03199,pep,0,0,0
esmc6b_3di_nocompress,2,Q03199,propep,0,1,1
esmc6b_3di_nocompress,2,Q03561,pep,0,1,0
esmc6b_3di_nocompress,2,Q03561,propep,0,0,0
esmc6b_3di_nocompress,2,Q03655,pep,0,0,0
esmc6b_3di_nocompress,2,Q03655,propep,0,1,1
esmc6b_3di_nocompress,2,Q04469,pep,0,0,0
esmc6b_3di_nocompress,2,Q04469,propep,1,0,0
esmc6b_3di_nocompress,2,Q06135,pep,0,0,0
esmc6b_3di_nocompress,2,Q06135,propep,1,0,0
esmc6b_3di_nocompress,2,Q06303,pep,0,0,0
esmc6b_3di_nocompress,2,Q06303,propep,0,1,1
esmc6b_3di_nocompress,2,Q06304,pep,0,0,0
esmc6b_3di_nocompress,2,Q06304,propep,1,0,0
esmc6b_3di_nocompress,2,Q06305,pep,0,0,0
esmc6b_3di_nocompress,2,Q06305,propep,0,1,1
esmc6b_3di_nocompress,2,Q06306,pep,0,0,0
esmc6b_3di_nocompress,2,Q06306,propep,0,1,0
esmc6b_3di_nocompress,2,Q06FX8,pep,0,0,0
esmc6b_3di_nocompress,2,Q06FX8,propep,0,1,0
esmc6b_3di_nocompress,2,Q06GS7,pep,0,0,0
esmc6b_3di_nocompress,2,Q06GS7,propep,0,1,0
esmc6b_3di_nocompress,2,Q06H14,pep,0,0,0
esmc6b_3di_nocompress,2,Q06H14,propep,0,1,0
esmc6b_3di_nocompress,2,Q06J16,pep,0,0,0
esmc6b_3di_nocompress,2,Q06J16,propep,1,0,0
esmc6b_3di_nocompress,2,Q06RE8,pep,0,0,0
esmc6b_3di_nocompress,2,Q06RE8,propep,0,1,0
esmc6b_3di_nocompress,2,Q06SD3,pep,0,0,0
esmc6b_3di_nocompress,2,Q06SD3,propep,1,0,0
esmc6b_3di_nocompress,2,Q072L5,pep,0,0,0
esmc6b_3di_nocompress,2,Q072L5,propep,0,1,0
esmc6b_3di_nocompress,2,Q07488,pep,0,0,0
esmc6b_3di_nocompress,2,Q07488,propep,1,0,0
esmc6b_3di_nocompress,2,Q07932,pep,0,1,1
esmc6b_3di_nocompress,2,Q07932,propep,1,0,0
esmc6b_3di_nocompress,2,Q08193,pep,0,0,0
esmc6b_3di_nocompress,2,Q08193,propep,0,1,1
esmc6b_3di_nocompress,2,Q08271,pep,0,0,0
esmc6b_3di_nocompress,2,Q08271,propep,1,0,0
esmc6b_3di_nocompress,2,Q08279,pep,0,1,1
esmc6b_3di_nocompress,2,Q08279,propep,0,0,0
esmc6b_3di_nocompress,2,Q08676,pep,0,0,0
esmc6b_3di_nocompress,2,Q08676,propep,1,0,0
esmc6b_3di_nocompress,2,Q08DY9,pep,0,0,0
esmc6b_3di_nocompress,2,Q08DY9,propep,1,1,0
esmc6b_3di_nocompress,2,Q09MJ5,pep,0,0,0
esmc6b_3di_nocompress,2,Q09MJ5,propep,0,1,0
esmc6b_3di_nocompress,2,Q09X34,pep,0,0,0
esmc6b_3di_nocompress,2,Q09X34,propep,0,1,0
esmc6b_3di_nocompress,2,Q0G9N6,pep,0,0,0
esmc6b_3di_nocompress,2,Q0G9N6,propep,0,1,0
esmc6b_3di_nocompress,2,Q0G9X9,pep,0,0,0
esmc6b_3di_nocompress,2,Q0G9X9,propep,0,1,0
esmc6b_3di_nocompress,2,Q0GY44,pep,0,0,0
esmc6b_3di_nocompress,2,Q0GY44,propep,0,1,0
esmc6b_3di_nocompress,2,Q0GY46,pep,0,0,0
esmc6b_3di_nocompress,2,Q0GY46,propep,0,1,0
esmc6b_3di_nocompress,2,Q0IDF4,pep,0,0,0
esmc6b_3di_nocompress,2,Q0IDF4,propep,1,0,0
esmc6b_3di_nocompress,2,Q0II73,pep,0,0,0
esmc6b_3di_nocompress,2,Q0II73,propep,1,0,0
esmc6b_3di_nocompress,2,Q0JF21,pep,0,0,0
esmc6b_3di_nocompress,2,Q0JF21,propep,1,0,0
esmc6b_3di_nocompress,2,Q0NZX5,pep,0,0,0
esmc6b_3di_nocompress,2,Q0NZX5,propep,0,1,0
esmc6b_3di_nocompress,2,Q0P3J6,pep,0,0,0
esmc6b_3di_nocompress,2,Q0P3J6,propep,1,0,0
esmc6b_3di_nocompress,2,Q0SRD5,pep,0,0,0
esmc6b_3di_nocompress,2,Q0SRD5,propep,0,1,0
esmc6b_3di_nocompress,2,Q0TNR9,pep,0,0,0
esmc6b_3di_nocompress,2,Q0TNR9,propep,0,1,0
esmc6b_3di_nocompress,2,Q0ZJ37,pep,0,0,0
esmc6b_3di_nocompress,2,Q0ZJ37,propep,0,1,0
esmc6b_3di_nocompress,2,Q10XU6,pep,0,0,0
esmc6b_3di_nocompress,2,Q10XU6,propep,1,0,0
esmc6b_3di_nocompress,2,Q12039,pep,0,0,0
esmc6b_3di_nocompress,2,Q12039,propep,0,1,0
esmc6b_3di_nocompress,2,Q12120,pep,0,0,0
esmc6b_3di_nocompress,2,Q12120,propep,0,1,0
esmc6b_3di_nocompress,2,Q12173,pep,0,1,0
esmc6b_3di_nocompress,2,Q12173,propep,0,0,0
esmc6b_3di_nocompress,2,Q12218,pep,0,0,0
esmc6b_3di_nocompress,2,Q12218,propep,1,0,0
esmc6b_3di_nocompress,2,Q12355,pep,0,0,0
esmc6b_3di_nocompress,2,Q12355,propep,1,0,0
esmc6b_3di_nocompress,2,Q12737,pep,0,0,0
esmc6b_3di_nocompress,2,Q12737,propep,1,0,0
esmc6b_3di_nocompress,2,Q14002,pep,0,0,0
esmc6b_3di_nocompress,2,Q14002,propep,0,1,0
esmc6b_3di_nocompress,2,Q14FH4,pep,0,0,0
esmc6b_3di_nocompress,2,Q14FH4,propep,0,1,0
esmc6b_3di_nocompress,2,Q14FJ4,pep,0,0,0
esmc6b_3di_nocompress,2,Q14FJ4,propep,0,2,0
esmc6b_3di_nocompress,2,Q16992,pep,35,1,4
esmc6b_3di_nocompress,2,Q16992,propep,10,4,10
esmc6b_3di_nocompress,2,Q18502,pep,2,0,0
esmc6b_3di_nocompress,2,Q18502,propep,2,0,0
esmc6b_3di_nocompress,2,Q1A3Q1,pep,0,1,1
esmc6b_3di_nocompress,2,Q1A3Q1,propep,0,1,1
esmc6b_3di_nocompress,2,Q1A3Q2,pep,0,1,1
esmc6b_3di_nocompress,2,Q1A3Q2,propep,0,1,1
esmc6b_3di_nocompress,2,Q1A3Q6,pep,0,1,1
esmc6b_3di_nocompress,2,Q1A3Q6,propep,0,1,1
esmc6b_3di_nocompress,2,Q1A3Q7,pep,1,0,0
esmc6b_3di_nocompress,2,Q1A3Q7,propep,1,0,0
esmc6b_3di_nocompress,2,Q1A3Q8,pep,0,1,1
esmc6b_3di_nocompress,2,Q1A3Q8,propep,0,1,1
esmc6b_3di_nocompress,2,Q1A3Q9,pep,0,1,1
esmc6b_3di_nocompress,2,Q1A3Q9,propep,0,1,1
esmc6b_3di_nocompress,2,Q1A3R0,pep,1,0,0
esmc6b_3di_nocompress,2,Q1A3R0,propep,1,0,0
esmc6b_3di_nocompress,2,Q1ACL6,pep,0,0,0
esmc6b_3di_nocompress,2,Q1ACL6,propep,1,0,0
esmc6b_3di_nocompress,2,Q1ELT9,pep,1,0,0
esmc6b_3di_nocompress,2,Q1ELT9,propep,1,0,0
esmc6b_3di_nocompress,2,Q1ELU2,pep,1,0,0
esmc6b_3di_nocompress,2,Q1ELU2,propep,1,0,0
esmc6b_3di_nocompress,2,Q1ELU3,pep,1,0,0
esmc6b_3di_nocompress,2,Q1ELU3,propep,1,0,0
esmc6b_3di_nocompress,2,Q1ELV0,pep,0,1,0
esmc6b_3di_nocompress,2,Q1ELV0,propep,1,0,0
esmc6b_3di_nocompress,2,Q1G3I0,pep,0,0,0
esmc6b_3di_nocompress,2,Q1G3I0,propep,1,0,0
esmc6b_3di_nocompress,2,Q1I8U1,pep,0,0,0
esmc6b_3di_nocompress,2,Q1I8U1,propep,0,1,1
esmc6b_3di_nocompress,2,Q1KVV2,pep,0,0,0
esmc6b_3di_nocompress,2,Q1KVV2,propep,1,0,0
esmc6b_3di_nocompress,2,Q1KXX6,pep,0,0,0
esmc6b_3di_nocompress,2,Q1KXX6,propep,0,1,0
esmc6b_3di_nocompress,2,Q1L658,pep,0,0,0
esmc6b_3di_nocompress,2,Q1L658,propep,2,0,0
esmc6b_3di_nocompress,2,Q1L659,pep,0,0,0
esmc6b_3di_nocompress,2,Q1L659,propep,1,0,1
esmc6b_3di_nocompress,2,Q1L777,pep,1,0,0
esmc6b_3di_nocompress,2,Q1L777,propep,0,0,0
esmc6b_3di_nocompress,2,Q1PBD1,pep,0,0,0
esmc6b_3di_nocompress,2,Q1PBD1,propep,0,1,0
esmc6b_3di_nocompress,2,Q1W694,pep,0,0,0
esmc6b_3di_nocompress,2,Q1W694,propep,1,0,0
esmc6b_3di_nocompress,2,Q1W695,pep,0,0,0
esmc6b_3di_nocompress,2,Q1W695,propep,1,0,0
esmc6b_3di_nocompress,2,Q1XDH0,pep,0,0,0
esmc6b_3di_nocompress,2,Q1XDH0,propep,1,0,0
esmc6b_3di_nocompress,2,Q20EY3,pep,0,0,0
esmc6b_3di_nocompress,2,Q20EY3,propep,1,0,0
